,location,total_sqft,bath,price,bhk,encoded_location
2903,Whitefield,1205.0,2.0,40.0,2,224
2904,Kengeri,726.0,2.0,35.0,2,135
2905,Horamavu Agara,1079.0,2.0,41.0,2,98
2906,Begur Road,1170.0,2.0,46.0,2,40
2907,Doddathoguru,1104.0,2.0,39.0,2,70
2908,Kanakpura Road,950.0,2.0,45.0,2,127
2909,Hormavu,4818.0,4.0,390.0,4,100
2910,others,1650.0,2.0,52.0,3,230
2911,Kogilu,1559.0,3.0,127.0,3,142
2912,others,1100.0,2.0,38.0,2,230
2913,Ramagondanahalli,1215.0,2.0,45.5,2,187
2914,Talaghattapura,1868.0,3.0,135.0,3,208
2915,Sarjapur  Road,1691.0,3.0,98.0,3,194
2916,Ardendale,4355.0,3.0,350.0,5,20
2917,Hulimavu,1225.0,2.0,55.0,2,105
2918,JP Nagar,1690.0,3.0,112.0,3,109
2919,Kasturi Nagar,1896.0,3.0,125.0,4,131
2920,Sonnenahalli,605.0,1.0,40.0,1,204
2921,Electronic City Phase II,900.0,2.0,32.5,2,75
2922,others,750.0,2.0,50.0,1,230
2923,Thanisandra,3216.0,4.0,226.0,4,209
2924,Iblur Village,1400.0,2.0,68.0,2,107
2925,Hulimavu,1255.0,2.0,74.0,2,105
2926,Electronic City,1500.0,2.0,100.0,3,74
2927,Thanisandra,1296.0,2.0,72.0,2,209
2928,Horamavu Banaswadi,925.0,2.0,38.0,2,99
2929,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2,184
2930,Thanisandra,1020.0,2.0,44.5,2,209
2931,Choodasandra,1530.0,3.0,77.0,3,61
2932,Gubbalala,1650.0,3.0,71.0,3,84
2933,others,1605.0,2.0,85.0,3,230
2934,Kogilu,1190.0,2.0,50.66,2,142
2935,Jakkur,1374.0,3.0,68.0,3,110
2936,6th Phase JP Nagar,1140.0,2.0,65.0,2,6
2937,Green Glen Layout,1725.0,3.0,130.0,3,83
2938,Bisuvanahalli,1075.0,2.0,50.0,3,47
2939,Kannamangala,1574.0,3.0,93.34,3,128
2940,Sanjay nagar,965.0,1.0,32.0,1,191
2941,Marathahalli,1550.0,3.0,83.0,3,161
2942,others,1205.0,2.0,60.0,2,230
2943,Kambipura,1082.0,2.0,55.0,3,123
2944,Uttarahalli,1215.0,2.0,52.85,3,216
2945,others,1200.0,3.0,46.14,2,230
2946,Ardendale,3198.0,4.0,250.0,4,20
2947,Kanakpura Road,1452.0,3.0,60.98,3,127
2948,Electronic City Phase II,1329.0,2.0,41.0,3,75
2949,others,1125.0,2.0,44.0,2,230
2950,others,1200.0,2.0,70.0,2,230
2951,Sarjapur  Road,1350.0,3.0,39.97,3,194
2952,Uttarahalli,1312.5,3.0,51.19,3,216
2953,Hebbal,2600.0,3.0,195.0,3,92
2954,Pai Layout,1255.0,2.0,80.0,2,179
2955,others,1904.0,3.0,155.0,3,230
2956,Somasundara Palya,1329.0,2.0,70.0,2,202
2957,Chandapura,1200.0,2.0,60.0,2,56
2958,Murugeshpalya,2135.0,3.0,160.0,3,165
2959,others,813.0,1.0,39.0,1,230
2960,others,3884.0,4.0,240.0,4,230
2961,Doddaballapur,3876.0,3.0,300.0,3,68
2962,Kalena Agrahara,800.0,2.0,30.0,2,121
2963,Hormavu,1500.0,3.0,70.0,3,100
2964,Bannerghatta Road,1880.0,3.0,95.0,3,35
2965,Electronic City,1440.0,2.0,55.0,3,74
2966,Akshaya Nagar,1575.0,3.0,90.0,3,12
2967,others,1630.0,2.0,97.78,3,230
2968,Yelahanka,1180.0,3.0,55.0,3,226
2969,others,1090.0,2.0,36.0,2,230
2970,others,2425.0,4.0,173.0,4,230
2971,Varthur,1097.0,2.0,33.82,2,217
2972,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2,184
2973,Kumaraswami Layout,1000.0,2.0,58.0,2,149
2974,others,1150.0,2.0,56.0,2,230
2975,Frazer Town,1900.0,4.0,145.0,3,77
2976,others,1141.0,2.0,49.0,2,230
2977,Jigani,937.0,2.0,44.0,2,113
2978,Green Glen Layout,1075.0,2.0,60.0,2,83
2979,Panathur,1000.0,2.0,65.3,2,180
2980,Kasavanhalli,1450.0,3.0,77.41,3,130
2981,others,936.0,2.0,43.0,2,230
2982,others,1280.0,2.0,75.0,2,230
2983,Babusapalaya,1050.0,2.0,45.0,2,25
2984,Marathahalli,1350.0,2.0,86.0,2,161
2985,Devanahalli,1174.0,2.0,59.0,2,66
2986,others,500.0,1.0,24.0,1,230
2987,Gottigere,1304.0,3.0,80.0,3,82
2988,Yelahanka,1653.0,3.0,120.0,3,226
2989,Bisuvanahalli,1075.0,2.0,52.0,3,47
2990,7th Phase JP Nagar,1212.0,3.0,42.0,2,7
2991,others,1100.0,2.0,50.0,2,230
2992,Billekahalli,1140.0,2.0,50.0,2,45
2993,Kudlu Gate,1532.0,3.0,83.0,3,148
2994,Doddaballapur,2776.0,4.0,195.0,3,68
2995,Padmanabhanagar,1531.0,2.0,75.0,3,178
2996,Uttarahalli,1325.0,2.0,53.0,2,216
2997,Electronic City,1156.0,2.0,44.0,3,74
2998,Bannerghatta Road,1260.0,2.0,70.0,2,35
2999,Vittasandra,1934.0,2.0,90.0,2,223
3000,Malleshpalya,1060.0,2.0,40.0,2,159
3001,Kasavanhalli,1476.0,3.0,95.0,3,130
3002,Murugeshpalya,1185.0,2.0,85.0,2,165
3003,others,1265.0,2.0,82.0,3,230
3004,others,3200.0,5.0,150.0,4,230
3005,others,1196.0,2.0,56.81,2,230
3006,EPIP Zone,1280.0,2.0,69.0,2,73
3007,Hulimavu,1175.0,2.0,45.0,2,105
3008,others,1850.0,3.0,98.0,3,230
3009,Whitefield,1195.0,2.0,70.0,2,224
3010,Hosur Road,1180.0,2.0,36.5,2,104
3011,Jakkur,1050.0,2.0,49.87,2,110
3012,others,2360.0,4.0,150.0,4,230
3013,others,1030.0,2.0,77.25,2,230
3014,others,1512.0,1.0,65.01,2,230
3015,Subramanyapura,929.0,2.0,48.0,2,205
3016,Jigani,1252.0,3.0,61.0,3,113
3017,Green Glen Layout,1485.0,3.0,115.0,3,83
3018,Electronics City Phase 1,1124.0,2.0,55.0,3,76
3019,Hennur Road,1482.0,2.0,97.0,3,96
3020,Whitefield,3480.0,4.0,284.0,3,224
3021,others,2000.0,3.0,160.0,3,230
3022,Prithvi Layout,1352.0,2.0,75.0,2,181
3023,Electronic City,1152.0,2.0,65.0,2,74
3024,others,1575.0,3.0,93.0,3,230
3025,Hegde Nagar,1965.0,4.0,125.0,3,94
3026,others,1300.0,2.0,70.0,3,230
3027,Marathahalli,957.0,2.0,47.0,2,161
3028,Hoskote,1740.0,3.0,60.0,3,103
3029,Neeladri Nagar,1060.0,2.0,35.0,2,173
3030,others,975.0,2.0,50.0,2,230
3031,Ramamurthy Nagar,1150.0,2.0,51.0,2,188
3032,Whitefield,1738.0,2.0,79.0,3,224
3033,Bommanahalli,1250.0,3.0,55.0,3,48
3034,Bannerghatta Road,1788.0,3.0,90.0,3,35
3035,Kanakapura,1151.0,2.0,59.0,2,126
3036,Uttarahalli,1300.0,2.0,60.0,3,216
3037,others,1380.0,2.0,75.0,2,230
3038,Hebbal,1645.0,3.0,117.0,3,92
3039,Babusapalaya,1141.0,2.0,45.9,2,25
3040,7th Phase JP Nagar,1175.0,2.0,82.5,2,7
3041,Banashankari Stage V,1355.0,2.0,61.0,3,30
3042,Dasarahalli,1150.0,2.0,70.0,2,65
3043,others,1000.0,2.0,45.0,2,230
3044,Balagere,1007.0,2.0,65.0,2,26
3045,others,3000.0,5.0,100.0,4,230
3046,Kothanur,1436.0,3.0,70.0,3,146
3047,Somasundara Palya,2372.0,3.0,140.0,3,202
3048,Rayasandra,1016.0,2.0,58.0,2,189
3049,Dodda Nekkundi,1100.0,2.0,48.0,2,67
3050,others,1080.0,2.0,45.0,2,230
3051,Electronic City,1070.0,2.0,60.0,2,74
3052,Kadubeesanahalli,1532.0,3.0,115.0,3,116
3053,Hennur,1040.0,2.0,42.12,2,95
3054,others,3100.0,3.0,250.0,3,230
3055,Tumkur Road,1137.5,2.0,48.905,2,214
3056,Thanisandra,1430.0,2.0,51.6,3,209
3057,others,3262.0,5.0,205.0,4,230
3058,others,1827.0,3.0,100.0,3,230
3059,HRBR Layout,1210.0,2.0,75.0,2,88
3060,others,1500.0,3.0,95.0,3,230
3061,Hebbal,1251.0,2.0,88.73,2,92
3062,HSR Layout,1600.0,2.0,115.0,3,89
3063,Electronic City,1128.0,2.0,65.5,2,74
3064,Budigere,1820.0,3.0,93.0,3,53
3065,Thigalarapalya,2072.0,4.0,159.0,3,210
3066,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3,184
3067,Hoodi,1925.0,2.0,114.0,3,97
3068,Thigalarapalya,2072.0,4.0,147.0,3,210
3069,Kumaraswami Layout,1000.0,2.0,36.0,2,149
3070,KR Puram,1752.0,3.0,145.0,3,115
3071,Sahakara Nagar,960.0,2.0,56.0,2,190
3072,others,1180.0,2.0,63.0,2,230
3073,Benson Town,2270.0,3.0,180.0,3,42
3074,Lakshminarayana Pura,1200.0,2.0,75.0,2,153
3075,Bisuvanahalli,1180.0,2.0,46.0,3,47
3076,others,1300.0,3.0,47.0,3,230
3077,Bannerghatta Road,1157.0,2.0,40.0,2,35
3078,Kanakpura Road,1300.0,3.0,69.0,3,127
3079,Banashankari Stage III,1305.0,2.0,59.0,3,29
3080,Jakkur,1290.0,2.0,80.0,2,110
3081,Hoskote,1170.0,2.0,45.0,2,103
3082,Yelachenahalli,1400.0,2.0,78.0,2,225
3083,others,1155.0,2.0,60.0,3,230
3084,Hormavu,1725.0,3.0,85.0,3,100
3085,Kanakpura Road,700.0,2.0,40.0,2,127
3086,Hoodi,1112.0,2.0,88.0,2,97
3087,Somasundara Palya,1178.0,2.0,78.0,2,202
3088,others,1274.0,2.0,81.0,2,230
3089,Doddathoguru,915.0,2.0,32.0,2,70
3090,others,1540.0,3.0,68.0,3,230
3091,others,1206.0,2.0,38.5,2,230
3092,Nehru Nagar,2342.0,3.0,115.0,4,174
3093,others,1200.0,2.0,55.0,3,230
3094,Yelenahalli,1056.0,2.0,33.0,2,228
3095,Kanakpura Road,1450.0,3.0,54.3,3,127
3096,others,1161.0,2.0,36.69,2,230
3097,others,1097.0,2.0,65.0,2,230
3098,Uttarahalli,850.0,2.0,35.0,2,216
3099,Green Glen Layout,1715.0,3.0,115.0,3,83
3100,Electronic City,1200.0,2.0,59.0,2,74
3101,8th Phase JP Nagar,1080.0,2.0,38.0,2,8
3102,Kasavanhalli,1200.0,2.0,50.3,2,130
3103,Banashankari,1400.0,2.0,78.0,3,27
3104,Kanakpura Road,458.0,1.0,19.695,1,127
3105,Marathahalli,1230.0,2.0,57.0,2,161
3106,Kalyan nagar,1640.0,3.0,88.0,3,122
3107,Banashankari,1700.0,3.0,125.0,3,27
3108,Bommasandra,1478.0,2.0,44.0,3,49
3109,Banashankari,1020.0,2.0,40.79,2,27
3110,Yelahanka,1275.0,2.0,95.0,3,226
3111,Kanakapura,1110.0,2.0,38.85,2,126
3112,Uttarahalli,1627.86,3.0,88.0,3,216
3113,others,620.0,2.0,22.0,2,230
3114,Hosa Road,1133.0,2.0,52.0,2,101
3115,Hennur Road,1182.0,2.0,82.5,2,96
3116,Tumkur Road,1500.0,3.0,100.0,3,214
3117,Marathahalli,1200.0,2.0,58.0,2,161
3118,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,184
3119,Amruthahalli,1100.0,2.0,45.0,2,15
3120,Kengeri Satellite Town,635.0,1.0,22.0,2,136
3121,Ardendale,2062.0,3.0,140.0,4,20
3122,Thanisandra,1874.0,4.0,130.0,3,209
3123,Old Madras Road,1171.0,2.0,75.0,2,177
3124,Sarjapur,2020.0,3.0,85.0,3,193
3125,8th Phase JP Nagar,1059.0,2.0,34.5,2,8
3126,Panathur,1315.0,2.0,59.1,3,180
3127,Jakkur,1760.0,3.0,110.0,3,110
3128,Hennur Road,1192.0,2.0,62.0,3,96
3129,Hebbal,1645.0,3.0,121.0,3,92
3130,Whitefield,1250.0,2.0,72.0,2,224
3131,Whitefield,709.0,1.0,34.385,1,224
3132,Whitefield,1340.0,2.0,77.0,2,224
3133,Hosa Road,1369.1,2.0,104.0,2,101
3134,others,1355.0,2.0,75.0,2,230
3135,Bannerghatta Road,1150.0,2.0,65.0,2,35
3136,Kanakapura,1938.0,3.0,113.0,3,126
3137,Begur Road,2462.0,4.0,124.0,4,40
3138,Budigere,1636.0,3.0,85.0,3,53
3139,Akshaya Nagar,1430.0,2.0,75.0,3,12
3140,others,2000.0,3.0,85.0,3,230
3141,Electronic City Phase II,993.0,2.0,50.0,3,75
3142,Kanakpura Road,1700.0,3.0,88.0,3,127
3143,Yelahanka,1270.0,2.0,78.0,2,226
3144,Anjanapura,1500.0,3.0,121.0,3,19
3145,Marathahalli,1650.0,3.0,86.45,3,161
3146,Panathur,1109.0,2.0,63.0,2,180
3147,others,1280.0,2.0,49.75,2,230
3148,Sarjapur,2885.0,3.0,185.0,4,193
3149,Kothanur,1462.0,3.0,71.0,3,146
3150,Marathahalli,607.0,1.0,35.0,1,161
3151,Varthur,4500.0,5.0,300.0,4,217
3152,JP Nagar,3000.0,4.0,140.0,4,109
3153,Electronic City Phase II,1418.0,3.0,52.47,3,75
3154,others,4200.0,1.0,160.0,2,230
3155,EPIP Zone,1125.0,2.0,65.0,2,73
3156,CV Raman Nagar,1825.0,3.0,126.0,3,54
3157,Whitefield,1320.0,2.0,79.5,2,224
3158,JP Nagar,3000.0,4.0,140.0,4,109
3159,Whitefield,750.0,2.0,52.7,2,224
3160,Yelahanka,1400.0,2.0,80.54,3,226
3161,Rajaji Nagar,5000.0,4.0,375.0,4,185
3162,Mahadevpura,3295.0,4.0,260.0,5,156
3163,Whitefield,1200.0,3.0,61.96,3,224
3164,others,965.0,2.0,48.0,2,230
3165,KR Puram,1100.0,2.0,43.0,2,115
3166,Whitefield,1180.0,2.0,41.0,2,224
3167,HSR Layout,1145.0,2.0,48.0,2,89
3168,others,1215.0,2.0,49.85,2,230
3169,Hegde Nagar,1200.0,2.0,75.0,2,94
3170,Kenchenahalli,1015.0,2.0,58.0,2,134
3171,Kaggalipura,2400.0,3.0,165.0,3,119
3172,7th Phase JP Nagar,3300.0,4.0,160.0,3,7
3173,others,1076.0,2.0,52.0,2,230
3174,Hebbal Kempapura,1300.0,2.0,102.0,2,93
3175,Hosa Road,1512.0,3.0,123.0,3,101
3176,Yeshwanthpur,605.0,1.0,41.745,1,229
3177,Hormavu,1153.0,2.0,65.0,2,100
3178,others,2080.0,2.0,150.0,2,230
3179,Hulimavu,1255.0,2.0,69.0,2,105
3180,Marathahalli,1583.0,3.0,109.0,3,161
3181,others,1505.0,2.0,90.0,2,230
3182,Kathriguppe,1365.0,2.0,75.08,3,132
3183,others,1200.0,3.0,95.75,3,230
3184,others,1810.0,4.0,148.0,3,230
3185,Magadi Road,440.0,1.0,35.0,1,155
3186,Subramanyapura,975.0,2.0,63.0,2,205
3187,others,1250.0,2.0,39.0,2,230
3188,others,1530.0,2.0,97.0,3,230
3189,Kereguddadahalli,1300.0,2.0,39.0,3,137
3190,Channasandra,1115.0,2.0,40.0,2,57
3191,Sarjapur  Road,1308.0,2.0,83.0,2,194
3192,Uttarahalli,1490.0,2.0,59.6,3,216
3193,Bannerghatta Road,10000.0,4.0,450.0,4,35
3194,Sarjapur  Road,1592.0,3.0,91.0,3,194
3195,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2,184
3196,Balagere,656.0,1.0,53.0,1,26
3197,Chandapura,1200.0,1.0,36.0,2,56
3198,Thanisandra,1698.0,3.0,102.0,3,209
3199,others,1500.0,3.0,70.0,3,230
3200,others,2000.0,5.0,80.0,4,230
3201,Electronic City,1152.0,2.0,65.75,2,74
3202,Raja Rajeshwari Nagar,550.0,1.0,21.0,1,184
3203,others,900.0,2.0,42.0,2,230
3204,others,1410.0,2.0,45.12,3,230
3205,Akshaya Nagar,1419.0,2.0,73.0,3,12
3206,AECS Layout,1800.0,3.0,65.0,3,10
3207,Gottigere,990.0,2.0,40.0,2,82
3208,Sarjapur  Road,1016.0,2.0,45.0,2,194
3209,Bannerghatta Road,1100.0,2.0,39.0,2,35
3210,Whitefield,1095.0,2.0,35.0,2,224
3211,others,2000.0,3.0,85.0,3,230
3212,Budigere,1444.0,2.0,70.0,2,53
3213,Whitefield,1415.0,2.0,67.0,2,224
3214,others,1600.0,3.0,72.0,3,230
3215,Whitefield,1105.0,2.0,41.36,2,224
3216,Electronic City,1225.0,3.0,45.03,3,74
3217,Talaghattapura,1856.0,3.0,135.0,3,208
3218,others,2100.0,6.0,71.0,6,230
3219,Sarjapur  Road,1150.0,2.0,77.0,2,194
3220,Whitefield,2094.0,2.0,113.19,3,224
3221,5th Phase JP Nagar,1485.0,2.0,67.0,3,5
3222,others,2500.0,3.0,75.0,3,230
3223,Whitefield,1200.0,2.0,45.0,2,224
3224,Hennur Road,1036.0,2.0,59.46,2,96
3225,Whitefield,3445.0,5.0,270.0,4,224
3226,others,1400.0,2.0,80.0,2,230
3227,Bommanahalli,1110.0,2.0,33.0,2,48
3228,Kodichikkanahalli,1150.0,2.0,48.0,2,138
3229,Kenchenahalli,715.0,1.0,45.0,1,134
3230,Jakkur,2283.0,4.0,130.0,4,110
3231,Hormavu,1453.0,2.0,43.58,3,100
3232,Nagarbhavi,1400.0,2.0,85.0,3,169
3233,Padmanabhanagar,1400.0,3.0,65.0,3,178
3234,Whitefield,1700.0,3.0,140.0,3,224
3235,Kanakpura Road,1591.0,3.0,120.0,3,127
3236,Nagarbhavi,1515.0,2.0,79.0,3,169
3237,Marathahalli,2500.0,3.0,200.0,5,161
3238,Yeshwanthpur,1382.0,2.0,76.18,3,229
3239,others,1100.0,2.0,38.0,2,230
3240,Banashankari Stage II,1500.0,2.0,120.0,3,28
3241,Yelahanka,1391.0,2.0,64.5,3,226
3242,Begur Road,1160.0,2.0,42.92,2,40
3243,Chandapura,620.0,1.0,27.0,1,56
3244,Whitefield,4827.0,4.0,400.0,4,224
3245,Kanakpura Road,1482.0,3.0,60.98,3,127
3246,Whitefield,1405.0,2.0,84.5,2,224
3247,Gunjur,1190.0,2.0,40.0,2,85
3248,Harlur,1174.0,2.0,78.0,2,91
3249,Seegehalli,1155.0,2.0,72.0,2,198
3250,Thanisandra,1411.0,3.0,93.04,3,209
3251,others,745.0,2.0,50.0,2,230
3252,Kereguddadahalli,1000.0,2.0,30.0,2,137
3253,Jigani,923.0,2.0,50.0,2,113
3254,Yeshwanthpur,1000.0,2.0,32.0,2,229
3255,Battarahalli,1276.0,2.0,45.0,2,38
3256,others,1460.0,3.0,70.0,3,230
3257,others,1355.0,2.0,95.0,2,230
3258,others,833.0,1.0,49.0,1,230
3259,Ramamurthy Nagar,1200.0,2.0,48.0,2,188
3260,Yeshwanthpur,669.0,1.0,36.85,1,229
3261,7th Phase JP Nagar,2200.0,4.0,105.0,3,7
3262,Koramangala,1594.0,3.0,125.0,3,144
3263,Kothanur,1790.0,3.0,105.0,3,146
3264,NGR Layout,1020.0,2.0,45.0,2,167
3265,others,1037.0,2.0,36.28,2,230
3266,Whitefield,1345.0,2.0,57.0,3,224
3267,Kodichikkanahalli,1070.0,2.0,43.0,2,138
3268,Yeshwanthpur,1385.0,2.0,76.18,3,229
3269,Kanakpura Road,1207.0,2.0,79.9,2,127
3270,Varthur,1140.0,2.0,55.5,2,217
3271,others,1220.0,2.0,68.0,2,230
3272,Iblur Village,3596.0,5.0,252.0,4,107
3273,Sarjapur  Road,1965.0,3.0,120.0,3,194
3274,Koramangala,1760.0,2.0,115.0,3,144
3275,Haralur Road,1225.0,2.0,70.0,2,90
3276,Marathahalli,1075.0,2.0,52.43,2,161
3277,Panathur,1000.0,2.0,68.0,2,180
3278,Yelahanka,1322.0,2.0,86.0,2,226
3279,Bellandur,3600.0,4.0,260.0,4,41
3280,AECS Layout,1045.0,2.0,36.58,2,10
3281,others,1545.0,3.0,85.0,3,230
3282,Thanisandra,1996.0,3.0,135.0,3,209
3283,Brookefield,1125.0,2.0,70.0,2,52
3284,Mysore Road,1560.0,3.0,115.0,3,166
3285,others,2000.0,2.0,85.0,3,230
3286,others,780.0,2.0,35.0,2,230
3287,others,1350.0,2.0,110.0,2,230
3288,Sarjapur  Road,2275.0,4.0,180.0,3,194
3289,others,1350.0,2.0,41.0,2,230
3290,Dasanapura,708.0,1.0,28.32,1,64
3291,Hoodi,1400.0,2.0,82.0,2,97
3292,Bellandur,1310.0,2.0,72.0,2,41
3293,BTM Layout,3300.0,6.0,165.0,6,24
3294,Electronics City Phase 1,1175.0,2.0,57.0,2,76
3295,Chikkalasandra,1428.0,2.0,80.0,3,60
3296,8th Phase JP Nagar,1080.0,2.0,35.0,2,8
3297,others,1200.0,2.0,68.0,3,230
3298,others,1842.0,3.0,115.0,3,230
3299,Sector 2 HSR Layout,1146.0,2.0,55.0,2,196
3300,Rachenahalli,440.0,1.0,28.0,1,183
3301,Sahakara Nagar,1048.0,2.0,50.0,2,190
3302,Thanisandra,1801.0,3.0,115.0,3,209
3303,Whitefield,1150.0,2.0,90.0,2,224
3304,Talaghattapura,1868.0,3.0,120.0,3,208
3305,Begur,1445.0,2.0,47.1,3,39
3306,Harlur,1730.0,3.0,100.0,3,91
3307,Somasundara Palya,1185.0,2.0,70.0,2,202
3308,Whitefield,2400.0,4.0,147.0,4,224
3309,Kaval Byrasandra,1185.0,2.0,49.0,2,133
3310,others,1150.0,2.0,49.0,2,230
3311,Pai Layout,1075.0,2.0,35.0,2,179
3312,Hebbal,1760.0,3.0,123.0,3,92
3313,Banashankari,1600.0,2.0,63.98,2,27
3314,Haralur Road,1000.0,2.0,78.0,2,90
3315,7th Phase JP Nagar,1215.0,2.0,90.0,2,7
3316,EPIP Zone,1734.0,3.0,125.0,3,73
3317,Rachenahalli,1113.0,2.0,55.0,2,183
3318,Horamavu Banaswadi,1272.0,2.0,48.0,2,99
3319,Kereguddadahalli,1240.0,3.0,41.0,3,137
3320,Yelahanka,1100.0,2.0,70.0,2,226
3321,Ambalipura,896.0,2.0,30.13,2,13
3322,Rachenahalli,3657.0,5.0,220.0,4,183
3323,BTM 2nd Stage,1200.0,2.0,35.0,2,23
3324,Ramagondanahalli,2800.0,4.0,155.0,4,187
3325,Ambalipura,3500.0,3.0,198.0,3,13
3326,Ramamurthy Nagar,3600.0,3.0,150.0,3,188
3327,others,1096.0,2.0,48.0,2,230
3328,others,1094.0,2.0,44.0,2,230
3329,others,1100.0,2.0,49.0,2,230
3330,Iblur Village,2987.5,5.0,191.0,4,107
3331,Nagarbhavi,1145.0,2.0,40.0,2,169
3332,Rachenahalli,1550.0,3.0,74.5,3,183
3333,Seegehalli,1830.0,4.0,82.0,3,198
3334,Hoodi,1746.0,3.0,84.95,3,97
3335,Kengeri,918.0,2.0,27.54,2,135
3336,Banashankari Stage III,1305.0,2.0,60.0,3,29
3337,Thigalarapalya,1207.0,2.0,62.0,2,210
3338,Thanisandra,1678.0,3.0,125.0,3,209
3339,Kaggalipura,950.0,2.0,50.0,2,119
3340,Ardendale,1732.46,3.0,92.0,3,20
3341,Marathahalli,1360.0,2.0,103.0,2,161
3342,Sarjapur  Road,985.0,2.0,49.0,2,194
3343,Dodda Nekkundi,1999.0,3.0,135.0,3,67
3344,7th Phase JP Nagar,1050.0,2.0,75.0,2,7
3345,Whitefield,1440.0,2.0,64.0,3,224
3346,Ramagondanahalli,1253.0,2.0,52.66,2,187
3347,others,1200.0,3.0,85.0,3,230
3348,Padmanabhanagar,1360.0,2.0,75.0,3,178
3349,others,1086.0,2.0,47.5,2,230
3350,Sarjapur  Road,1418.0,2.0,78.0,2,194
3351,Kalena Agrahara,1270.0,2.0,100.0,2,121
3352,others,1150.0,2.0,74.0,2,230
3353,Ramamurthy Nagar,600.0,3.0,45.0,2,188
3354,others,1440.0,3.0,65.8,3,230
3355,others,1200.0,2.0,75.0,2,230
3356,Begur Road,1410.0,2.0,50.06,3,40
3357,Chandapura,1200.0,5.0,92.0,4,56
3358,Whitefield,624.0,1.0,35.0,1,224
3359,Electronic City,1060.0,2.0,58.0,2,74
3360,Sarjapur,1917.0,3.0,60.0,4,193
3361,KR Puram,950.0,2.0,40.0,2,115
3362,BTM 2nd Stage,1250.0,3.0,50.0,3,23
3363,Vishwapriya Layout,1235.0,2.0,60.0,2,222
3364,Budigere,722.0,1.0,46.0,1,53
3365,Kanakpura Road,2775.0,3.0,165.0,4,127
3366,Sarjapur  Road,1200.0,2.0,93.0,2,194
3367,Bannerghatta Road,1400.0,3.0,68.0,3,35
3368,others,1225.0,3.0,60.0,3,230
3369,Marathahalli,1220.0,2.0,58.5,2,161
3370,Nagavarapalya,705.0,1.0,52.5,1,172
3371,Battarahalli,1880.0,3.0,94.36,3,38
3372,Yelahanka,1200.0,2.0,70.0,2,226
3373,others,1550.0,2.0,60.0,3,230
3374,Lingadheeranahalli,1893.0,3.0,130.0,3,154
3375,others,1650.0,3.0,75.0,3,230
3376,others,1113.0,2.0,46.0,2,230
3377,Sarjapur  Road,1586.0,3.0,70.0,3,194
3378,Seegehalli,4000.0,3.0,235.0,3,198
3379,Yelahanka New Town,1541.0,3.0,80.0,3,227
3380,Haralur Road,1830.0,3.0,101.0,3,90
3381,Kodigehalli,1200.0,2.0,48.0,2,140
3382,others,1800.0,2.0,72.0,3,230
3383,Bommasandra,1015.0,2.0,40.0,2,49
3384,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2,184
3385,Hoodi,706.0,1.0,48.24,1,97
3386,others,1350.0,4.0,85.0,4,230
3387,Kanakpura Road,1900.0,3.0,99.0,3,127
3388,Seegehalli,3000.0,5.0,150.0,4,198
3389,Bisuvanahalli,1075.0,2.0,42.0,3,47
3390,Kanakpura Road,1290.0,2.0,80.0,2,127
3391,Akshaya Nagar,1200.0,2.0,50.0,2,12
3392,Hormavu,1150.0,2.0,53.11,2,100
3393,Uttarahalli,1360.0,2.0,61.2,3,216
3394,others,935.0,2.0,32.73,2,230
3395,Cox Town,1730.0,3.0,140.0,3,63
3396,Sarjapur  Road,1260.0,2.0,53.0,2,194
3397,Marathahalli,950.0,2.0,45.68,2,161
3398,others,2500.0,5.0,120.0,5,230
3399,Budigere,1991.0,4.0,88.0,3,53
3400,Sarjapur  Road,1115.0,2.0,60.0,2,194
3401,Koramangala,1900.0,3.0,150.0,3,144
3402,Whitefield,1109.0,2.0,41.49,2,224
3403,Rajiv Nagar,2340.0,5.0,129.0,4,186
3404,9th Phase JP Nagar,1005.0,2.0,43.0,2,9
3405,Kengeri,416.0,1.0,19.5,1,135
3406,1st Phase JP Nagar,1394.0,2.0,100.0,2,2
3407,Harlur,2138.0,3.0,110.0,3,91
3408,Nagavarapalya,1300.0,3.0,80.0,3,172
3409,Thanisandra,1265.0,2.0,82.0,2,209
3410,others,1140.0,2.0,52.0,2,230
3411,others,1050.0,2.0,40.0,2,230
3412,Thanisandra,1100.0,2.0,48.0,2,209
3413,Varthur,1012.0,2.0,59.0,2,217
3414,Varthur,1600.0,4.0,112.0,4,217
3415,Yelahanka,1326.0,2.0,57.0,2,226
3416,Hebbal Kempapura,1654.0,2.0,85.0,3,93
3417,Chikkalasandra,1070.0,2.0,42.8,2,60
3418,Whitefield,1700.0,3.0,95.0,3,224
3419,Whitefield,4960.0,4.0,400.0,4,224
3420,Kanakapura,945.0,2.0,47.0,2,126
3421,Marathahalli,615.0,1.0,44.0,1,161
3422,Ramamurthy Nagar,1110.0,2.0,65.0,2,188
3423,Electronic City,1025.0,2.0,54.1,2,74
3424,others,1758.0,3.0,95.0,3,230
3425,Kaikondrahalli,1342.0,3.0,92.0,3,120
